ID,Renda Anual,Sexo,Educacao,Estado Civil,Idade,Tempo Emp.,Situacao
201,180000,2,1,1,38,1,0
202,140000,1,1,2,31,6,0
203,140000,2,1,2,26,8,0
204,120000,1,2,2,26,7,0
205,360000,2,2,1,48,3,0
206,20000,1,3,1,43,2,0
207,100000,1,1,1,47,6,0
210,330000,2,1,1,50,9,0
211,220000,1,1,2,24,8,0
213,40000,2,3,1,43,4,0
214,30000,1,2,2,39,2,0
215,470000,1,2,2,27,6,0
216,30000,1,3,1,42,9,0
218,80000,1,2,2,36,2,0
219,110000,2,3,3,31,8,0
220,310000,2,1,2,38,9,0
222,330000,2,3,2,45,9,0
223,300000,2,2,2,35,6,0
224,320000,2,2,2,33,6,0
226,170000,2,1,2,28,3,0
227,350000,1,3,1,44,2,0
228,20000,1,2,1,37,1,0
230,20000,2,3,2,24,6,0
231,50000,2,1,2,24,1,0
233,50000,1,2,1,26,3,0
235,60000,2,2,1,33,3,0
236,80000,1,1,2,35,6,0
237,150000,2,2,2,27,2,0
238,210000,2,1,2,31,4,0
241,60000,2,1,2,28,6,0
242,50000,1,1,2,39,8,0
243,50000,2,2,2,27,1,0
244,180000,2,1,2,32,5,0
245,30000,2,1,2,40,6,0
246,20000,2,2,2,40,4,0
247,250000,2,2,1,75,7,0
248,100000,2,2,2,27,8,0
249,330000,1,1,2,25,1,0
250,50000,1,3,1,46,1,0
251,50000,2,2,2,26,4,0
252,30000,1,2,2,28,6,0
254,160000,2,1,2,28,7,0
255,400000,2,2,2,29,4,0
256,50000,1,2,1,25,4,0
257,140000,2,2,1,48,1,0
258,160000,2,2,1,33,9,0
259,100000,2,3,1,43,2,0
261,510000,2,1,2,29,8,0
262,50000,1,2,2,29,6,0
263,160000,2,1,1,38,4,0
264,230000,2,1,2,37,5,0
265,80000,2,1,2,37,7,0
266,150000,2,2,1,25,7,0
267,10000,1,3,2,23,1,0
269,40000,2,1,2,48,5,0
271,100000,1,3,2,32,2,0
272,120000,1,1,1,34,3,0
274,200000,2,2,2,33,8,0
276,70000,2,2,2,36,3,0
278,50000,2,1,2,26,2,0
279,50000,1,3,1,33,4,0
280,250000,2,2,1,31,8,0
281,30000,2,1,2,27,3,0
282,270000,1,2,1,44,9,0
283,180000,2,3,2,30,1,0
284,100000,2,1,2,28,6,0
285,230000,2,3,1,32,2,0
286,210000,2,1,1,46,1,0
287,210000,1,1,2,38,7,0
288,440000,2,2,1,46,6,0
290,240000,2,2,1,46,9,0
293,30000,1,2,1,43,5,0
295,130000,1,1,2,29,7,0
296,200000,1,1,2,31,6,0
297,120000,2,2,1,29,5,0
298,210000,2,2,1,36,6,0
299,280000,2,1,1,36,5,0
301,100000,1,2,2,37,4,0
302,440000,2,1,2,36,9,0
303,50000,2,3,1,40,1,0
305,200000,2,1,2,27,9,0
306,110000,2,2,2,26,3,0
307,500000,2,2,1,36,1,0
308,300000,2,2,1,27,1,0
310,60000,2,1,2,27,7,0
311,400000,2,2,1,38,7,0
312,180000,2,2,1,34,9,0
313,20000,1,1,2,40,1,0
315,100000,1,1,2,27,6,0
317,110000,2,2,2,36,8,0
318,260000,2,3,1,53,5,0
319,50000,2,3,1,46,6,0
320,180000,1,2,2,29,2,0
322,340000,2,1,2,27,2,0
323,50000,1,2,2,24,2,0
325,360000,2,2,2,32,8,0
326,210000,1,2,2,43,5,0
329,340000,1,2,1,55,9,0
330,150000,1,1,1,40,1,0
333,60000,2,1,2,28,7,0
334,400000,2,2,1,43,7,0
335,20000,1,1,2,27,3,0
336,190000,2,1,2,28,8,0
337,260000,2,1,2,30,7,0
338,140000,2,2,2,31,3,0
340,120000,2,1,2,34,8,0
341,240000,2,2,2,30,5,0
342,50000,1,2,2,36,7,0
343,200000,2,1,2,29,6,0
344,180000,1,1,1,39,2,0
345,180000,2,1,2,26,8,0
346,160000,2,1,2,29,8,0
347,100000,2,2,2,26,3,0
349,140000,2,2,2,31,7,0
351,90000,1,1,2,26,5,0
352,200000,1,1,1,36,8,0
354,80000,2,2,2,43,8,0
355,50000,1,3,1,58,3,0
357,240000,2,2,2,26,5,0
358,380000,1,2,2,34,5,0
359,110000,2,4,2,24,4,0
360,260000,1,1,1,34,1,0
362,320000,2,2,2,30,6,0
363,50000,1,2,2,32,8,0
365,230000,2,1,2,35,2,0
366,330000,2,2,1,56,1,0
367,50000,2,2,1,61,6,0
368,10000,1,2,2,24,6,0
369,300000,1,1,1,40,5,0
372,160000,1,1,2,30,4,0
373,90000,2,1,2,34,5,0
374,30000,1,3,3,54,6,0
375,180000,1,1,1,46,3,0
376,30000,1,3,1,58,2,0
377,30000,1,2,1,43,5,0
378,140000,2,1,2,28,1,0
379,210000,1,1,2,30,2,0
381,130000,2,2,2,29,6,0
383,140000,1,3,1,36,2,0
385,80000,1,2,2,25,4,0
386,410000,2,4,1,42,6,0
387,80000,2,1,2,29,5,0
389,150000,1,2,1,43,4,0
391,350000,1,1,1,38,5,0
393,310000,1,2,1,44,2,0
394,140000,2,2,2,29,7,0
395,360000,1,1,1,51,1,0
396,140000,2,1,2,27,6,0
397,100000,1,1,2,38,6,0
398,50000,2,2,2,22,3,0
399,210000,2,2,1,30,6,0
400,120000,2,2,2,25,4,0
401,240000,1,1,2,29,7,0
402,60000,2,3,3,42,8,0
404,30000,1,2,1,48,4,0
406,200000,1,1,1,52,3,0
407,120000,2,2,1,25,5,0
408,500000,1,1,1,37,8,0
409,320000,2,1,2,27,3,0
410,280000,1,1,2,31,1,0
412,200000,2,1,1,38,4,0
413,230000,2,1,1,32,1,0
415,480000,2,3,1,41,8,0
416,50000,2,3,1,35,5,0
417,200000,2,1,2,31,9,0
418,50000,2,1,2,30,6,0
419,50000,1,2,1,48,5,0
421,30000,1,1,2,24,1,0
422,440000,2,1,2,29,2,0
423,230000,2,2,2,38,2,0
425,490000,2,2,1,30,6,0
426,80000,2,2,1,32,7,0
429,70000,1,1,2,27,7,0
430,210000,2,2,2,33,6,0
431,90000,2,2,2,25,2,0
433,110000,2,1,2,29,6,0
434,580000,2,1,1,36,4,0
435,360000,1,3,1,55,3,0
437,60000,2,1,2,27,5,0
438,110000,1,3,1,37,7,0
439,50000,2,1,1,25,3,0
441,50000,1,2,2,23,8,0
442,100000,1,1,2,32,3,0
443,30000,2,1,2,26,6,0
444,200000,2,1,2,27,2,0
446,220000,1,2,2,34,2,0
447,160000,2,1,2,28,3,0
448,180000,2,1,1,53,1,0
449,200000,1,4,1,42,2,0
450,140000,2,3,1,30,6,0
453,260000,1,2,2,37,7,0
454,200000,2,1,2,26,4,0
455,80000,1,2,2,42,2,0
456,40000,1,2,2,39,3,0
457,130000,1,3,2,39,1,0
458,50000,1,1,2,32,7,0
459,230000,2,2,1,41,4,0
461,180000,2,2,1,38,6,0
462,80000,2,2,1,36,9,0
463,290000,2,2,2,26,4,0
464,230000,2,1,2,28,2,0
465,170000,2,3,3,56,3,0
468,230000,1,2,2,32,5,0
469,500000,1,2,1,38,8,0
470,90000,2,1,1,41,1,0
472,400000,2,2,2,41,9,0
473,180000,1,2,1,34,4,0
474,60000,1,3,1,38,7,0
475,120000,2,2,1,32,7,0
476,60000,2,2,2,29,3,0
477,50000,1,1,2,44,3,0
478,70000,2,2,1,37,6,0
479,500000,2,1,1,38,4,0
480,200000,1,1,2,31,5,0
481,250000,2,2,1,40,3,0
483,70000,2,2,2,28,3,0
484,90000,1,3,1,48,5,0
485,100000,2,2,1,43,3,0
486,190000,1,2,1,31,7,0
487,230000,2,1,1,42,2,0
488,320000,1,2,1,39,4,0
490,260000,2,1,1,34,6,0
491,90000,2,2,2,32,2,0
492,30000,2,2,1,43,3,0
493,260000,1,2,2,30,7,0
494,170000,2,2,2,28,9,0
496,50000,1,1,1,41,7,0
497,200000,2,3,2,47,7,0
498,20000,1,2,2,23,3,0
499,250000,2,1,1,49,2,0
500,20000,1,1,1,38,9,0
501,30000,2,2,1,38,5,0
502,90000,2,2,1,35,5,0
503,230000,2,4,2,46,2,0
505,30000,1,4,1,53,1,0
506,160000,1,1,2,35,9,0
507,500000,2,2,2,43,7,0
508,180000,2,2,2,28,8,0
509,80000,2,2,1,30,3,0
510,120000,1,1,2,26,1,0
511,130000,1,2,1,31,3,0
513,360000,1,1,2,28,4,0
515,20000,2,2,2,23,4,0
516,100000,1,3,1,56,4,0
517,70000,1,3,1,32,8,0
518,50000,1,2,1,47,3,0
519,10000,2,2,2,22,5,0
520,290000,2,1,1,34,2,0
521,30000,2,1,1,31,2,0
522,410000,2,2,2,27,3,0
525,210000,2,1,2,32,3,0
526,220000,2,2,2,27,2,0
527,20000,1,2,2,27,9,0
529,360000,1,1,2,26,8,0
530,20000,2,2,2,21,1,0
531,50000,1,2,2,23,1,0
532,50000,1,2,3,30,1,0
535,50000,1,1,2,26,9,0
536,60000,1,2,2,25,9,0
537,440000,2,1,2,35,3,0
538,120000,1,2,1,44,2,0
539,50000,2,1,2,52,9,0
540,110000,2,2,1,40,8,0
541,200000,2,1,2,38,8,0
542,150000,2,1,2,28,5,0
544,100000,2,1,2,24,4,0
545,360000,2,1,1,34,3,0
546,390000,2,1,2,31,5,0
548,160000,2,2,2,25,5,0
549,230000,2,1,2,28,8,0
550,120000,1,1,2,27,3,0
554,240000,2,1,1,42,4,0
555,40000,2,2,2,24,3,0
556,630000,2,2,1,47,3,0
557,160000,2,1,1,33,9,0
558,110000,2,2,2,32,1,0
559,20000,1,2,2,29,3,0
560,210000,2,3,1,53,3,0
561,270000,1,1,2,34,6,0
562,360000,2,2,2,52,9,0
563,60000,2,2,1,42,6,0
564,360000,1,2,2,38,6,0
565,390000,2,1,2,45,6,0
566,250000,2,3,2,35,7,0
568,360000,1,1,2,28,9,0
569,50000,1,3,2,26,1,0
570,270000,2,1,1,40,9,0
571,200000,2,1,2,29,5,0
572,50000,2,2,2,23,6,0
573,350000,1,1,2,33,9,0
575,80000,2,3,1,49,9,0
577,270000,2,1,2,28,1,0
578,80000,1,1,2,31,8,0
579,50000,1,2,2,36,8,0
580,30000,1,2,1,35,3,0
582,90000,1,2,2,33,2,0
583,160000,1,1,2,26,5,0
584,80000,2,3,2,53,7,0
585,50000,1,2,2,42,1,0
586,20000,2,1,2,25,4,0
589,130000,2,2,2,29,5,0
590,260000,2,2,1,31,6,0
591,230000,2,1,1,30,8,0
592,160000,1,1,2,34,5,0
593,50000,1,1,1,35,6,0
594,80000,1,2,1,32,5,0
595,110000,1,3,2,46,3,0
596,200000,1,1,1,43,6,0
597,360000,1,2,2,29,5,0
598,210000,2,3,2,31,1,0
599,80000,2,2,2,24,8,0
601,310000,2,2,1,43,9,0
603,170000,1,1,1,53,4,0
604,140000,2,2,2,28,3,0
605,180000,2,2,2,31,3,0
606,50000,1,1,2,34,9,0
607,50000,2,2,1,36,9,0
608,110000,2,1,2,24,6,0
609,450000,2,3,1,36,4,0
610,200000,2,2,1,34,8,0
611,220000,1,1,2,43,7,0
613,50000,1,2,1,37,7,0
614,40000,1,2,2,23,3,0
615,190000,2,2,1,37,3,0
616,150000,1,1,2,33,6,0
617,200000,2,1,1,37,1,0
618,270000,2,2,1,56,2,0
619,60000,1,1,2,25,3,0
620,200000,2,2,1,39,8,0
621,150000,2,2,1,39,8,0
622,180000,2,2,2,28,4,0
623,90000,2,1,2,27,9,0
624,360000,2,2,1,37,3,0
625,90000,2,1,2,24,2,0
626,20000,2,2,2,24,9,0
627,70000,1,1,1,46,6,0
628,230000,1,1,1,39,1,0
629,30000,1,3,1,48,4,0
630,200000,2,3,3,45,7,0
631,100000,1,3,2,49,2,0
632,50000,2,2,2,23,6,0
633,20000,2,3,1,25,5,0
634,210000,2,2,1,47,8,0
635,110000,1,3,1,56,2,0
636,20000,2,3,1,44,4,0
637,50000,2,3,1,49,3,0
638,50000,1,2,1,41,4,0
639,400000,2,1,2,40,3,0
640,170000,1,2,2,31,2,0
641,280000,1,2,1,42,4,0
642,130000,2,3,1,28,6,0
643,210000,2,2,2,32,2,0
644,370000,1,2,2,28,4,0
645,30000,2,2,1,31,3,0
646,150000,1,3,2,39,4,0
648,80000,2,2,2,24,2,0
650,20000,2,2,2,46,3,0
651,270000,1,1,2,32,4,0
652,240000,2,2,2,26,5,0
653,20000,2,1,2,22,3,0
655,10000,1,2,2,33,4,0
657,290000,2,3,2,27,6,0
659,80000,2,1,2,23,2,0
660,280000,2,2,2,28,6,0
661,160000,2,1,1,33,1,0
663,140000,2,1,2,37,1,0
664,50000,1,1,2,22,8,0
665,40000,2,2,1,32,9,0
666,130000,2,3,1,43,6,0
667,70000,2,3,1,27,3,0
668,30000,2,2,1,35,3,0
669,100000,2,3,1,35,5,0
671,30000,2,2,2,34,4,0
675,320000,2,1,1,41,8,0
678,200000,1,1,2,28,1,0
679,300000,2,2,2,31,2,0
680,30000,2,1,2,56,5,0
681,110000,2,2,3,45,2,0
682,230000,2,1,2,29,2,0
683,230000,2,1,1,35,2,0
684,310000,2,2,2,28,8,0
685,320000,1,1,1,40,3,0
686,360000,1,1,1,47,3,0
688,170000,2,2,2,27,8,0
689,140000,1,1,1,40,4,0
690,80000,1,2,2,32,6,0
691,150000,1,2,2,35,7,0
692,170000,1,2,2,27,6,0
694,70000,1,1,2,30,9,0
695,320000,1,2,1,37,6,0
696,150000,2,1,2,29,4,0
697,50000,2,1,1,34,4,0
698,90000,2,2,2,34,1,0
699,280000,1,1,1,41,1,0
700,300000,2,1,2,31,6,0
701,400000,2,2,2,40,5,0
702,200000,2,1,1,27,3,0
705,30000,2,2,3,22,2,0
707,50000,1,2,1,38,7,0
708,30000,2,3,1,46,7,0
709,20000,1,2,2,24,4,0
710,20000,1,2,2,49,2,0
711,50000,1,1,3,49,7,0
712,30000,2,2,1,42,2,0
713,360000,2,1,1,30,8,0
714,170000,1,2,1,42,5,0
715,400000,2,1,2,31,4,0
716,50000,2,2,1,49,3,0
717,160000,2,2,2,27,5,0
719,150000,2,1,1,35,7,0
720,80000,2,2,2,48,7,0
721,30000,2,2,2,22,6,0
723,180000,2,1,2,27,2,0
724,320000,1,1,1,47,5,0
725,80000,2,2,2,34,6,0
727,360000,2,2,2,39,6,0
728,450000,1,2,2,33,9,0
729,330000,2,2,2,29,3,0
731,50000,2,3,2,26,5,0
732,200000,1,2,1,38,1,0
733,120000,1,1,2,34,7,0
734,160000,2,1,1,37,7,0
735,110000,1,2,1,57,1,0
736,70000,2,3,1,50,9,0
737,150000,2,3,2,28,2,0
738,610000,2,1,2,31,1,0
739,110000,2,1,2,25,9,0
741,170000,2,2,1,33,2,0
742,110000,2,1,2,30,3,0
743,140000,2,1,1,51,5,0
744,70000,1,1,2,51,4,0
745,260000,2,2,1,46,4,0
746,170000,1,3,2,38,4,0
747,50000,2,2,1,34,1,0
751,50000,2,2,1,26,6,0
752,90000,2,1,2,25,8,0
754,500000,2,2,2,43,8,0
755,470000,2,2,1,36,5,0
756,230000,1,2,2,58,8,0
757,140000,2,2,2,26,1,0
759,420000,2,2,2,31,3,0
760,30000,2,2,2,24,4,0
762,140000,2,2,2,24,2,0
763,260000,2,2,1,35,3,0
764,90000,2,3,2,29,2,0
765,240000,2,2,1,33,2,0
766,510000,2,1,2,35,8,0
767,110000,2,2,1,35,9,0
768,210000,2,1,2,28,8,0
769,220000,1,2,1,40,4,0
770,200000,2,1,1,35,5,0
771,360000,2,2,2,53,5,0
772,260000,1,1,2,44,1,0
773,20000,1,2,1,33,9,0
774,120000,2,2,1,32,9,0
775,50000,2,1,2,33,7,0
776,60000,2,1,2,26,7,0
777,200000,1,1,2,26,6,0
778,20000,1,2,2,26,5,0
780,50000,2,2,2,31,5,0
781,230000,1,1,2,29,2,0
782,50000,1,2,1,27,2,0
786,500000,2,1,2,26,4,0
787,370000,2,1,2,38,7,0
788,230000,2,1,1,35,3,0
789,80000,1,2,2,29,3,0
790,60000,2,2,2,29,2,0
791,30000,2,2,2,51,1,0
792,70000,1,1,2,27,8,0
793,410000,1,1,2,32,7,0
794,280000,2,3,1,40,7,0
795,50000,2,1,1,34,6,0
796,100000,2,2,1,30,6,0
797,230000,2,1,2,29,3,0
798,50000,2,1,2,22,3,0
799,100000,2,1,2,48,8,0
800,210000,2,2,1,35,3,0
801,400000,1,1,2,37,5,0
803,50000,2,3,1,44,3,0
804,230000,2,1,2,28,4,0
805,220000,1,2,2,29,5,0
806,300000,2,1,1,36,7,0
807,80000,2,2,2,23,8,0
809,190000,2,1,2,26,8,0
810,160000,2,2,3,37,4,0
811,120000,2,1,3,44,3,0
812,700000,2,1,1,39,9,0
813,140000,2,1,2,24,7,0
814,300000,2,3,1,29,4,0
816,280000,2,2,1,39,7,0
818,20000,2,3,2,24,9,0
819,150000,2,2,1,45,9,0
820,60000,1,1,2,30,6,0
821,200000,2,3,3,51,7,0
823,150000,1,2,1,50,7,0
824,20000,2,1,2,22,4,0
826,170000,2,2,2,33,6,0
827,50000,2,2,1,24,7,0
828,10000,1,2,2,37,3,0
829,200000,2,2,1,58,9,0
830,50000,2,2,1,48,8,0
831,320000,1,1,2,28,5,0
832,20000,2,3,1,24,4,0
834,230000,2,3,2,30,7,0
835,20000,2,1,2,23,9,0
837,80000,2,2,2,23,7,0
838,110000,2,2,1,55,4,0
839,420000,1,2,1,34,6,0
841,80000,2,2,2,22,1,0
842,350000,2,2,1,31,4,0
843,30000,2,2,1,32,7,0
845,500000,1,3,1,39,5,0
846,490000,2,1,1,38,7,0
847,300000,2,2,1,34,6,0
850,80000,2,3,1,57,6,0
851,40000,2,2,2,23,8,0
852,30000,1,2,2,32,5,0
853,50000,1,1,1,37,8,0
854,140000,2,2,2,23,6,0
855,50000,2,3,2,49,5,0
856,30000,2,2,2,25,5,0
859,130000,1,2,2,29,3,0
860,20000,2,2,2,27,7,0
861,50000,1,1,2,26,7,0
862,260000,1,1,1,41,2,0
864,10000,2,2,1,31,7,0
865,200000,1,1,2,32,3,0
866,30000,2,2,1,46,3,0
867,180000,2,2,2,35,6,0
868,100000,1,1,2,35,7,0
869,140000,2,2,1,39,6,0
870,290000,2,2,2,34,3,0
871,20000,2,2,3,52,3,0
872,80000,2,3,1,40,5,0
873,500000,2,3,1,38,5,0
874,180000,1,1,1,45,9,0
875,20000,2,3,1,40,3,0
876,30000,2,2,1,25,5,0
877,150000,1,1,2,33,9,0
878,280000,2,2,2,27,1,0
879,50000,2,2,1,43,5,0
880,20000,2,2,1,43,2,0
881,200000,1,1,2,30,7,0
883,230000,2,1,2,38,5,0
884,50000,1,3,2,57,5,0
886,70000,2,2,2,23,2,0
887,310000,1,1,2,30,1,0
888,180000,2,2,1,30,9,0
889,90000,2,2,2,24,7,0
890,390000,1,2,2,28,8,0
891,150000,2,3,1,34,8,0
892,400000,1,2,2,37,6,0
893,80000,2,2,1,32,9,0
894,320000,1,1,2,27,1,0
896,200000,1,1,2,31,3,0
900,200000,1,1,1,36,2,0
901,360000,1,1,2,30,4,0
902,140000,2,1,1,36,6,0
903,220000,1,2,2,25,1,0
904,100000,1,3,1,50,7,0
905,80000,2,2,2,40,7,0
906,30000,2,2,2,27,1,0
908,120000,2,2,2,26,1,0
909,50000,1,1,2,27,6,0
910,360000,2,1,2,27,4,0
911,90000,2,1,2,25,7,0
912,500000,1,1,2,32,2,0
913,140000,2,3,1,46,4,0
914,30000,1,3,1,45,9,0
915,70000,1,3,1,30,5,0
916,200000,1,1,1,39,9,0
917,350000,1,1,1,48,8,0
919,240000,1,1,2,46,4,0
920,90000,2,1,2,23,2,0
921,260000,2,1,2,33,6,0
922,50000,2,1,2,24,6,0
923,110000,1,1,1,40,3,0
924,20000,2,1,2,24,7,0
925,30000,2,2,2,24,4,0
927,20000,1,2,1,46,8,0
928,50000,2,2,2,22,1,0
929,180000,2,1,2,36,8,0
930,200000,1,1,1,34,8,0
931,260000,2,2,2,24,2,0
935,50000,2,2,1,36,6,0
936,50000,1,2,2,30,5,0
937,90000,2,2,2,29,9,0
938,240000,1,1,2,34,4,0
940,200000,2,2,1,32,9,0
941,50000,2,1,2,25,1,0
942,50000,1,2,1,44,1,0
943,330000,2,1,1,37,8,0
945,50000,2,2,2,23,7,0
946,360000,2,1,2,29,7,0
947,240000,2,2,1,37,1,0
948,50000,1,2,1,59,4,0
949,470000,1,2,2,33,1,0
950,160000,2,3,1,51,2,0
952,80000,2,2,1,32,8,0
953,500000,2,3,2,42,5,0
954,180000,1,2,2,39,8,0
955,110000,2,2,1,46,9,0
956,160000,1,1,1,41,7,0
957,210000,2,2,2,30,9,0
959,350000,1,1,2,35,9,0
962,30000,1,2,2,47,9,0
963,200000,1,2,2,31,7,0
964,30000,1,2,2,30,6,0
965,50000,1,2,2,24,8,0
966,500000,1,1,1,36,7,0
967,30000,1,1,2,28,1,0
968,220000,2,1,1,36,2,0
969,20000,2,2,1,27,6,0
970,180000,2,2,1,32,7,0
972,130000,2,2,1,33,3,0
974,150000,2,1,3,30,9,0
976,50000,2,2,2,22,6,0
978,180000,1,1,2,28,8,0
980,150000,2,3,1,54,8,0
981,70000,2,1,2,24,4,0
982,30000,1,2,2,29,6,0
984,60000,1,3,1,49,4,0
985,50000,2,1,2,23,8,0
987,260000,2,2,1,33,4,0
988,380000,1,3,1,53,6,0
989,360000,2,2,2,25,3,0
990,50000,1,3,1,54,1,0
991,50000,2,3,1,39,5,0
993,80000,2,2,2,27,8,0
996,200000,1,1,2,39,1,0
997,140000,1,1,1,45,2,0
1000,120000,1,2,2,25,1,0
1001,100000,1,2,1,29,4,0
1002,200000,2,2,1,28,3,0
1003,90000,2,2,1,40,8,0
1006,140000,1,1,2,29,6,0
1007,200000,2,2,2,36,1,0
1008,170000,2,2,1,37,7,0
1009,30000,1,2,2,34,3,0
1010,80000,2,1,2,27,8,0
1011,280000,1,1,2,31,2,0
1012,410000,2,1,1,31,3,0
1013,450000,1,1,2,38,2,0
1014,80000,1,2,2,36,9,0
1015,360000,1,1,1,46,7,0
1016,130000,2,1,1,36,4,0
1019,240000,2,3,1,40,4,0
1020,180000,2,3,3,45,6,0
1021,70000,1,1,3,57,1,0
1022,150000,2,2,2,25,4,0
1023,210000,2,3,1,37,6,0
1024,200000,2,1,1,35,6,0
1025,310000,1,2,2,33,7,0
1026,180000,1,1,1,38,2,0
1027,300000,1,2,2,31,5,0
1028,450000,2,1,2,41,8,0
1029,200000,1,1,2,33,3,0
1031,400000,2,1,1,40,6,0
1032,170000,1,1,2,33,3,0
1034,200000,2,2,2,35,4,0
1035,60000,2,2,3,39,5,0
1037,150000,1,1,2,23,6,0
