ID,Renda Anual,Sexo,Educacao,Estado Civil,Idade,Tempo Emp.,Situacao
7278,150000,2,1,1,44,8,1
1494,160000,1,2,2,43,1,0
2731,50000,1,3,2,30,8,0
3758,180000,2,1,2,27,9,1
8593,50000,2,2,2,49,9,0
7742,50000,1,2,2,22,6,1
798,50000,2,1,2,22,3,0
8693,50000,2,2,1,50,8,0
2504,260000,1,1,2,30,7,1
3195,20000,2,1,2,38,7,1
1753,60000,2,2,1,38,4,0
7688,340000,2,1,1,46,1,0
1931,130000,1,2,1,49,2,0
927,20000,1,2,1,46,6,0
1301,60000,1,3,2,36,4,0
3834,130000,2,3,2,23,5,0
6506,170000,2,2,1,42,7,1
9256,110000,2,1,2,28,8,1
5005,420000,2,2,2,28,2,0
4394,50000,2,1,2,29,8,0
2346,20000,1,3,3,46,1,0
5053,100000,2,1,2,25,7,0
3619,210000,1,3,1,41,1,1
5721,360000,2,3,2,34,9,0
11555,150000,1,1,1,42,5,1
1416,60000,2,1,2,25,6,0
8525,380000,2,1,2,32,6,0
3107,500000,2,2,1,39,2,0
3942,410000,2,1,2,34,9,1
19649,210000,2,1,1,33,3,1
11953,200000,1,1,1,37,1,1
199,500000,2,1,1,34,5,0
1854,200000,2,1,2,27,1,0
6247,360000,1,1,1,38,9,0
4245,260000,2,1,2,32,3,0
19881,200000,2,2,2,36,9,1
967,30000,1,1,2,28,9,0
917,350000,1,1,1,48,6,0
5598,30000,2,2,1,52,9,1
19221,30000,2,2,1,47,1,1
18097,250000,1,1,2,41,5,1
14279,50000,2,4,1,33,1,1
6059,230000,2,1,2,48,1,0
6233,60000,2,2,2,29,8,0
20708,10000,1,2,1,44,4,1
5437,150000,1,1,1,41,8,0
2027,80000,1,2,2,30,3,0
17310,100000,2,1,1,42,3,1
2389,390000,1,1,1,47,9,0
7427,260000,2,2,2,45,6,0
3213,180000,2,2,1,25,4,0
5765,80000,2,3,2,22,4,0
14346,30000,1,3,2,28,7,1
8318,60000,1,1,1,37,3,0
20211,60000,2,2,1,50,7,1
7418,200000,2,1,2,29,5,0
1003,90000,2,2,1,40,8,0
1908,290000,2,1,2,29,1,0
685,320000,1,1,1,40,3,0
3012,250000,2,2,1,50,1,0
1118,20000,1,1,2,24,6,0
8005,180000,1,2,1,42,4,1
5057,120000,2,2,1,34,8,1
9235,40000,2,2,2,33,9,0
1521,340000,2,2,2,36,2,0
2266,50000,2,2,2,26,6,1
3184,260000,1,3,1,48,8,0
3412,130000,2,1,2,25,4,0
449,200000,1,4,1,42,2,0
15001,50000,2,1,2,22,1,1
3509,210000,2,1,2,33,7,0
3418,320000,2,3,1,30,7,0
2288,230000,2,2,2,33,2,0
871,20000,2,2,3,52,9,0
14364,20000,1,2,2,46,6,1
7144,30000,1,2,1,39,9,1
8192,180000,2,2,2,25,3,0
17860,80000,1,2,2,27,5,1
681,110000,2,2,3,45,6,0
12817,30000,1,2,1,34,3,1
2815,50000,2,1,2,26,1,0
6712,80000,2,2,2,23,7,0
6963,50000,1,1,2,38,3,1
3164,50000,2,2,1,41,9,0
14728,110000,2,2,1,46,4,1
6783,500000,1,1,1,32,2,0
2943,290000,2,2,2,30,7,1
67,10000,1,2,1,56,8,1
9010,20000,1,3,2,26,9,0
3305,220000,2,2,2,29,7,1
15773,30000,2,3,2,24,9,1
3299,230000,2,2,2,26,3,1
2759,200000,2,1,2,23,4,0
1716,50000,2,2,1,26,3,0
1020,180000,2,3,3,45,9,0
5247,300000,2,1,2,27,4,0
4908,40000,2,2,1,43,1,0
14792,10000,2,3,1,51,3,1
5662,270000,2,2,1,42,7,0
4219,150000,2,1,1,29,9,0
13952,130000,2,3,1,34,7,1
5453,160000,2,2,1,36,1,1
17449,120000,2,1,1,33,2,1
15280,20000,2,2,1,46,2,1
5292,120000,2,2,2,24,9,0
4185,350000,2,2,1,34,6,0
1192,250000,1,1,2,38,2,0
19771,30000,2,3,1,37,1,1
396,140000,2,1,2,27,5,0
3345,30000,2,3,1,29,9,1
1566,50000,1,1,2,29,6,0
611,220000,1,1,2,43,8,0
2947,90000,2,2,2,26,2,0
1057,190000,2,1,2,33,2,0
2757,200000,1,2,1,31,8,1
3312,210000,2,1,2,27,8,0
20528,30000,1,2,2,25,3,1
7871,200000,1,1,2,26,1,0
7893,50000,2,2,2,23,6,0
1603,100000,2,3,2,53,2,0
4704,520000,1,3,1,41,3,1
191,310000,1,1,2,32,9,0
4200,230000,2,2,1,46,9,0
18260,20000,1,2,1,61,6,1
3101,400000,2,3,1,41,5,1
4938,180000,1,1,1,37,6,0
4979,100000,2,2,1,36,7,0
549,230000,2,1,2,28,3,0
6924,240000,1,1,1,43,6,0
3052,390000,1,4,2,29,3,0
20340,100000,2,3,1,55,3,1
8101,100000,1,2,2,30,4,0
7689,10000,1,2,2,47,8,1
7194,150000,2,2,2,26,4,1
352,200000,1,1,1,36,4,0
19313,200000,2,1,2,34,4,1
9265,10000,2,1,2,27,8,0
3476,20000,1,2,2,28,8,0
4062,240000,1,1,1,50,8,0
6384,90000,1,2,2,29,2,0
6864,60000,2,3,3,48,4,0
16988,140000,2,1,1,33,2,1
5494,60000,1,2,1,24,2,0
3077,50000,1,3,2,22,9,1
3272,160000,1,1,1,40,1,0
6991,20000,1,3,2,59,8,0
7944,30000,2,2,1,45,5,0
376,30000,1,3,1,58,3,0
687,20000,2,3,1,41,8,1
843,30000,2,2,1,32,6,0
17255,80000,2,1,2,29,9,1
20629,200000,1,2,2,33,3,1
15673,30000,1,2,2,31,7,1
1270,180000,2,2,2,32,9,0
1346,120000,2,1,2,35,8,0
20856,80000,1,2,1,30,6,1
3843,50000,1,2,2,24,7,0
8406,10000,1,2,2,23,8,0
3563,80000,2,2,1,42,2,1
4188,50000,1,2,1,32,5,1
2604,340000,1,1,2,30,2,0
9494,120000,2,2,2,29,1,1
4026,250000,2,3,2,36,7,0
6098,50000,1,2,1,38,5,1
7570,80000,2,2,2,22,5,0
582,90000,1,2,2,33,8,0
3975,340000,1,1,2,36,8,0
576,290000,1,1,1,53,3,1
4194,10000,2,1,2,22,9,0
6858,180000,2,1,1,33,7,1
1636,80000,1,3,2,29,6,0
7981,130000,2,1,2,33,9,0
6391,150000,2,2,2,33,7,0
1227,240000,2,3,1,41,8,0
2367,400000,1,1,1,66,5,0
6561,120000,2,2,3,43,2,0
17785,30000,2,2,1,55,5,1
16483,50000,2,3,2,56,3,1
7267,360000,1,2,1,42,9,0
3497,50000,2,1,2,23,4,0
6996,30000,1,1,2,41,4,1
17387,20000,2,2,2,48,6,1
5546,30000,2,3,1,60,4,0
5585,130000,2,2,1,37,3,0
11764,20000,1,2,1,33,6,1
16401,10000,2,3,2,44,7,1
14946,40000,2,1,2,24,3,1
7492,30000,1,2,1,33,7,0
1929,50000,1,2,2,35,1,0
6427,100000,2,1,2,24,5,1
4778,20000,1,1,2,23,5,1
3941,270000,2,2,1,34,5,0
8564,20000,1,3,1,52,9,1
20803,100000,1,2,1,34,5,1
9061,20000,1,1,2,22,3,0
5303,90000,2,2,2,29,2,0
5810,360000,1,1,2,31,3,0
5991,220000,1,1,1,45,1,0
8550,500000,1,1,2,38,5,0
5286,300000,2,1,1,36,6,0
8169,180000,2,1,1,47,8,0
1714,390000,2,1,1,38,3,0
8302,110000,2,1,2,27,9,0
4428,200000,2,1,1,44,1,0
900,200000,1,1,1,36,9,0
6580,50000,2,2,2,25,5,1
15973,30000,2,1,1,48,2,1
5955,200000,1,2,2,26,2,0
8475,310000,2,2,2,25,4,0
8501,400000,2,1,1,28,4,0
6504,50000,1,2,1,36,6,0
18693,130000,2,2,3,25,7,1
5233,50000,1,2,1,35,7,0
19043,70000,2,2,2,23,1,1
7785,20000,1,2,2,46,9,1
5753,140000,1,3,1,56,5,0
1058,20000,2,2,1,29,1,0
5838,10000,1,2,2,26,2,1
6623,90000,2,3,1,45,9,0
3996,220000,1,3,2,33,1,0
2786,50000,2,2,1,49,1,0
1862,10000,1,2,2,35,9,1
4169,90000,1,2,2,33,3,1
9261,80000,1,3,1,59,2,0
6074,250000,1,1,1,48,2,1
6381,150000,1,2,1,32,4,0
5010,30000,2,2,2,26,4,0
16714,220000,1,1,2,39,4,1
11152,10000,1,2,1,58,6,1
2761,160000,2,2,1,35,7,0
6489,500000,2,1,2,39,3,0
11640,30000,2,3,2,24,9,1
319,50000,2,3,1,46,3,0
6904,80000,2,2,2,24,9,1
14468,60000,1,2,1,37,3,1
5580,30000,2,3,1,58,9,1
497,200000,2,3,2,47,1,0
2639,100000,1,3,1,40,9,0
6124,100000,2,2,1,41,6,0
20912,160000,1,1,1,41,6,1
17350,100000,2,2,1,44,7,1
19802,10000,2,3,1,41,4,1
1402,30000,1,2,1,36,3,0
4634,50000,2,1,2,27,6,0
6058,230000,1,1,1,44,7,0
5739,20000,1,3,2,23,3,1
18297,20000,2,3,1,31,1,1
17645,230000,2,1,1,44,1,1
5239,380000,1,1,1,32,5,0
5648,50000,2,2,2,22,1,1
10447,10000,2,2,2,24,8,1
3649,230000,2,2,1,36,9,0
18226,80000,1,2,1,53,6,1
65,130000,2,2,1,51,6,0
6586,100000,1,2,2,26,7,0
14989,70000,2,1,1,42,6,1
3966,210000,2,2,1,33,6,0
664,50000,1,1,2,22,2,0
5355,360000,1,2,2,27,9,0
823,150000,1,2,1,50,6,0
3510,50000,2,2,2,27,7,1
8570,360000,1,1,2,32,7,0
4793,20000,1,1,1,44,6,0
7292,150000,1,1,1,41,9,1
18023,50000,1,2,1,49,5,1
6914,60000,1,2,1,39,9,0
12766,360000,2,2,1,27,1,1
9071,50000,2,1,2,27,5,0
8060,100000,1,2,2,27,1,0
9341,30000,2,2,1,45,9,1
4161,50000,1,1,2,25,9,0
4468,70000,2,1,2,36,8,0
16943,30000,1,1,1,57,6,1
16116,20000,2,3,1,43,6,1
250,50000,1,3,1,46,2,0
2286,180000,1,1,1,37,4,0
4035,20000,1,2,1,50,7,0
6958,120000,2,2,2,24,5,1
2921,50000,1,3,1,53,7,0
8761,50000,2,2,1,37,4,0
1622,240000,1,1,2,29,3,0
7520,300000,2,2,1,33,1,0
15035,50000,1,1,2,39,6,1
1014,80000,1,2,2,36,3,0
8859,180000,2,1,2,31,5,1
6896,260000,1,1,2,29,4,0
4173,450000,1,3,2,41,3,0
11964,360000,2,1,2,56,6,1
5273,140000,1,3,1,32,2,0
7324,320000,1,1,1,43,9,0
1584,50000,2,1,2,70,2,0
1405,300000,2,1,1,36,5,0
6415,140000,2,1,1,33,5,0
6558,260000,1,3,1,50,4,1
7042,50000,1,2,1,51,7,0
17782,230000,2,1,1,66,8,1
1912,170000,2,1,2,31,7,0
15469,360000,1,1,1,37,1,1
9093,50000,1,2,2,23,7,0
8273,50000,1,2,2,24,3,0
3282,160000,2,1,2,31,2,0
19104,50000,2,2,1,40,1,1
10870,50000,1,2,2,28,5,1
1784,80000,2,1,2,22,9,0
19989,50000,2,1,2,42,1,1
1233,50000,1,1,1,47,3,0
8533,200000,1,2,2,29,5,0
9044,60000,1,1,2,31,9,1
5311,100000,2,3,2,31,5,0
3914,390000,1,1,1,44,6,0
5413,50000,1,2,3,49,3,0
2612,10000,1,2,2,32,8,0
14411,10000,1,3,2,24,4,1
8735,100000,2,2,1,39,3,0
4761,340000,2,2,1,37,6,0
18095,20000,1,1,2,42,7,1
5352,500000,1,1,1,36,4,0
5857,180000,2,1,2,31,2,0
169,90000,2,2,1,35,4,0
9148,50000,1,1,2,27,7,1
4259,310000,2,1,1,37,4,0
1933,260000,2,1,2,36,9,0
14142,30000,1,1,2,28,2,1
6564,70000,1,1,1,39,6,0
16562,120000,1,1,2,28,9,1
7661,80000,1,3,2,44,4,1
1896,160000,1,1,1,41,6,0
2680,20000,1,2,2,40,1,0
15077,30000,1,2,2,47,3,1
6738,390000,1,1,2,47,7,0
3796,20000,2,2,2,22,5,0
11463,10000,2,2,2,22,3,1
9083,30000,2,3,1,47,4,0
2314,240000,2,1,2,28,7,0
9018,180000,2,2,1,51,7,0
14348,20000,1,2,2,47,7,1
2444,30000,2,3,1,42,6,0
7584,140000,2,2,1,39,5,0
5383,40000,2,2,1,38,1,0
1689,20000,1,2,2,23,9,0
989,360000,2,2,2,25,3,0
1295,300000,1,2,2,41,4,0
4618,20000,1,2,2,24,3,0
6972,20000,1,2,2,37,1,0
269,40000,2,1,2,48,4,0
7353,30000,2,1,2,23,3,0
6640,50000,1,3,1,53,2,1
4734,320000,1,2,2,52,3,0
2221,50000,2,2,1,32,8,1
4550,280000,2,1,2,32,9,0
4378,100000,1,1,1,52,4,1
8134,400000,2,2,1,33,3,0
16406,320000,2,2,1,32,6,1
12445,200000,2,1,2,29,3,1
8829,200000,1,1,1,40,9,0
5583,80000,1,2,1,34,4,0
14865,180000,2,1,1,39,3,1
3889,140000,2,3,1,50,6,0
13559,240000,2,2,1,48,1,1
5356,60000,2,2,1,37,5,0
5410,150000,1,3,1,45,3,0
8848,200000,1,1,2,33,6,0
6376,80000,2,2,1,29,5,0
17052,100000,2,2,1,24,8,1
9078,320000,2,1,1,34,4,1
4825,200000,1,1,1,31,3,0
6435,150000,2,1,2,39,1,0
7897,160000,1,1,2,41,2,1
1161,70000,1,1,2,33,7,0
6667,50000,2,1,1,57,7,1
5322,60000,2,1,2,26,2,0
18771,50000,2,3,1,26,1,1
1399,20000,1,3,1,51,9,0
6557,20000,1,2,2,22,6,1
9146,110000,2,4,1,37,1,0
42,70000,2,1,2,25,1,0
19740,50000,2,2,1,46,9,1
8583,360000,2,1,2,47,8,1
3323,160000,2,1,2,24,5,0
6086,140000,2,1,1,37,9,1
6433,20000,2,3,1,53,1,0
6104,60000,2,3,2,51,8,0
2714,50000,2,2,2,28,3,0
299,280000,2,1,1,36,2,0
437,60000,2,1,2,27,6,0
15697,80000,1,1,2,33,4,1
4170,60000,1,2,3,46,6,1
16637,20000,1,2,2,29,1,1
7890,70000,1,2,1,33,9,0
3019,20000,1,1,1,34,6,0
18330,70000,2,2,2,23,4,1
3321,500000,2,1,1,46,8,0
4962,50000,1,1,2,29,4,0
8330,80000,1,1,2,36,9,0
3303,20000,1,2,2,23,8,1
7572,220000,2,3,1,25,6,0
7799,40000,1,2,1,25,4,0
17332,30000,2,3,1,48,2,1
4956,180000,1,1,1,46,4,1
7735,30000,2,2,1,52,8,1
5024,170000,1,2,1,37,6,0
84,400000,2,2,1,44,4,0
1037,150000,1,1,2,23,7,0
2382,400000,1,1,1,44,6,0
222,330000,2,3,2,45,7,0
16583,180000,1,1,2,26,7,1
8721,30000,1,1,2,25,9,0
9833,100000,1,3,1,67,6,1
2098,130000,2,2,1,47,8,0
1803,300000,2,3,1,31,1,0
7598,20000,2,1,2,22,8,1
14707,100000,1,2,2,34,6,1
6473,50000,1,2,1,43,8,0
7018,20000,1,2,2,38,6,0
6457,450000,2,1,2,32,2,0
4163,200000,1,2,1,39,2,1
5446,50000,1,2,1,40,5,0
816,280000,2,2,1,39,9,0
5489,140000,1,3,2,23,9,0
3456,50000,1,2,1,37,3,0
212,210000,2,1,1,38,3,1
1594,240000,1,1,2,35,5,0
178,50000,1,2,2,30,5,0
8691,310000,2,1,2,32,4,0
2139,230000,2,2,2,34,5,0
144,170000,1,2,2,29,1,0
7883,240000,1,2,2,33,4,1
7439,30000,2,2,1,43,2,0
20215,30000,2,2,1,52,4,1
1789,50000,2,1,2,25,5,0
7451,150000,2,3,2,32,1,1
7589,20000,1,1,2,24,8,0
6614,30000,2,2,2,25,4,0
932,320000,1,1,1,60,6,1
7546,80000,2,3,2,34,8,0
16383,120000,2,1,1,36,1,1
1537,40000,2,3,2,24,6,0
17049,60000,2,2,1,24,7,1
6658,20000,2,2,2,26,1,0
7861,50000,1,2,2,25,9,1
15796,70000,2,2,2,25,6,1
3644,220000,2,2,1,34,2,1
8341,180000,2,2,2,34,8,1
8955,150000,1,3,1,44,2,0
10999,30000,2,2,1,22,7,1
4915,50000,1,2,1,42,6,0
9614,120000,1,1,1,34,7,1
5768,100000,2,2,1,43,9,0
31,230000,2,1,2,27,9,0
5605,70000,1,2,2,29,4,1
10199,40000,2,2,2,24,2,1
5681,220000,2,2,2,36,5,0
6994,180000,2,1,2,28,9,0
13433,30000,2,1,2,36,9,1
6374,100000,1,1,1,52,6,1
3824,200000,1,2,1,39,4,0
2527,500000,2,1,1,33,5,0
1398,360000,2,2,1,35,3,0
4251,360000,1,1,1,44,8,0
12,260000,2,1,2,51,3,0
1083,60000,2,1,2,30,7,0
8582,270000,2,2,2,38,4,0
14050,100000,2,1,1,45,9,1
2147,150000,2,3,3,55,8,0
6282,30000,1,1,2,26,3,1
5400,140000,2,1,2,25,3,1
13656,30000,2,3,2,29,2,1
8716,200000,2,1,2,44,4,0
20493,120000,1,1,2,28,9,1
9053,280000,2,2,1,50,4,0
14779,250000,2,2,2,24,6,1
5220,80000,2,2,1,47,3,1
1765,130000,2,1,2,26,8,0
7135,60000,2,1,2,25,9,1
4804,50000,2,2,2,29,4,1
3156,300000,2,1,1,38,9,0
5203,60000,1,3,1,58,7,0
8755,210000,2,1,1,36,1,0
18813,260000,2,2,2,27,4,1
6594,50000,1,2,2,56,4,0
8551,70000,2,2,1,25,5,0
1564,30000,2,3,1,56,6,0
6205,50000,1,1,1,56,3,1
546,390000,2,1,2,31,4,0
2433,30000,2,2,1,34,2,1
7270,260000,2,1,1,42,7,0
17713,90000,2,2,2,44,6,1
16680,140000,1,2,2,32,7,1
5512,30000,1,1,2,36,8,0
8144,150000,2,2,1,47,6,0
7704,130000,2,3,2,53,6,0
2738,240000,2,2,1,47,6,1
8553,50000,2,3,1,30,5,0
2404,320000,1,1,2,32,2,1
5161,500000,1,2,2,32,1,0
8604,90000,2,2,1,47,6,0
279,50000,1,3,1,33,5,0
1835,200000,2,1,1,35,9,0
1452,290000,2,1,2,33,4,1
992,260000,2,1,1,44,5,1
1599,240000,1,1,2,30,3,0
1149,140000,2,1,2,30,7,0
5332,20000,2,2,3,52,9,0
9587,120000,1,1,2,29,2,1
9021,170000,2,2,1,42,9,0
2624,100000,1,2,2,38,1,0
3106,350000,2,2,1,33,4,0
15116,50000,1,3,1,51,7,1
20987,30000,1,2,1,45,5,1
5476,80000,2,3,1,40,5,0
1293,200000,2,2,1,34,1,0
1474,230000,1,2,2,39,4,0
5567,110000,2,2,2,36,3,0
3384,110000,2,2,1,36,5,1
3211,230000,1,3,2,30,1,0
2172,230000,1,1,1,34,9,0
939,180000,2,2,1,32,7,1
6190,300000,1,1,2,31,2,0
5569,50000,1,2,1,24,9,0
10503,350000,2,2,2,33,5,1
5350,80000,2,1,2,23,3,1
18337,50000,2,1,2,22,7,1
2121,90000,2,1,2,28,1,0
4174,200000,1,2,1,48,1,0
2069,30000,1,3,1,50,5,1
5788,160000,2,2,1,40,1,0
2154,150000,1,1,2,25,4,0
2415,30000,1,2,1,38,3,1
4984,200000,2,1,2,30,7,1
5828,280000,2,1,2,38,6,1
5174,260000,2,1,2,27,3,0
3393,150000,2,2,1,26,8,0
8785,50000,2,1,2,25,8,0
730,60000,1,1,2,29,8,1
2838,130000,2,1,2,26,7,0
4099,60000,2,2,1,49,4,1
2736,140000,2,1,1,37,8,0
6297,110000,1,2,2,27,9,0
6426,210000,1,2,1,39,4,0
20027,90000,2,1,2,36,1,1
9237,240000,2,3,2,35,5,0
19266,150000,2,2,1,35,8,1
5596,150000,2,2,1,27,1,0
7145,100000,2,2,2,30,4,1
5680,50000,2,3,1,52,2,0
931,260000,2,2,2,24,4,0
17486,50000,2,3,2,41,9,1
17798,50000,1,3,2,23,1,1
1917,110000,2,2,2,28,2,0
1609,390000,2,2,2,42,3,0
665,40000,2,2,1,32,2,0
2141,60000,2,1,2,22,6,0
5792,280000,2,1,1,30,1,0
7914,80000,2,1,2,29,7,0
1865,420000,2,2,2,35,6,0
19284,70000,2,1,1,32,6,1
1897,250000,1,2,2,31,8,0
3003,30000,1,3,1,44,9,1
8080,200000,1,1,2,29,6,0
5594,250000,2,1,2,26,3,0
539,50000,2,1,2,52,5,0
5958,100000,2,2,2,25,2,0
1511,200000,2,2,2,33,4,0
8614,170000,2,2,1,33,4,0
974,150000,2,1,3,30,5,0
8129,30000,1,2,2,30,7,0
3114,220000,2,1,1,44,6,0
5183,150000,2,1,1,36,9,0
16260,60000,2,2,1,40,2,1
9401,50000,1,2,1,34,6,1
8619,230000,2,3,2,39,4,0
4160,320000,2,1,1,29,3,0
5550,50000,1,2,2,22,9,0
954,180000,1,2,2,39,3,0
4768,500000,1,1,1,50,7,1
3782,430000,2,1,1,48,1,0
3883,200000,1,1,1,34,8,0
4063,110000,2,3,1,44,7,0
1614,130000,2,1,1,35,2,1
2300,80000,2,2,2,33,1,0
15575,50000,1,2,1,51,6,1
4414,390000,2,1,1,28,5,0
16093,40000,2,2,1,37,5,1
3340,550000,1,1,1,49,7,1
9104,90000,1,2,2,32,7,0
6299,90000,2,2,2,23,4,0
14599,200000,2,2,1,35,9,1
15482,150000,1,1,1,37,5,1
18296,360000,1,3,2,54,3,1
15948,30000,2,2,1,30,6,1
17922,100000,1,2,1,29,8,1
6328,20000,2,2,2,22,1,1
2468,80000,2,1,2,25,8,0
8094,90000,2,1,2,27,3,1
6565,60000,1,2,2,31,3,0
15140,410000,1,2,1,63,4,1
3309,10000,2,2,2,21,9,0
145,20000,1,1,2,29,2,0
7895,80000,2,3,1,44,2,0
6165,390000,2,2,2,37,9,0
10026,50000,2,2,2,24,2,1
5093,520000,1,2,2,32,3,0
6347,80000,2,2,1,31,3,0
1073,350000,1,1,2,33,9,0
9029,30000,2,2,2,22,1,0
18706,170000,2,2,2,27,7,1
1291,20000,2,1,2,23,7,0
1608,270000,2,1,1,37,4,1
1926,470000,2,2,2,26,8,0
7091,120000,2,2,2,29,3,0
9386,10000,2,3,1,42,6,1
6320,240000,1,1,1,44,9,0
8517,50000,2,2,2,26,4,0
8483,30000,2,1,2,27,3,0
19026,440000,2,2,2,28,6,1
7636,50000,2,2,2,24,8,0
7776,30000,2,2,2,23,1,0
3981,180000,2,3,2,26,4,1
12284,210000,2,1,2,34,2,1
9067,80000,2,3,2,27,8,0
1542,50000,1,3,2,22,2,0
7684,400000,2,2,2,40,1,0
13240,20000,1,3,2,34,2,1
10116,10000,1,2,2,24,2,1
7910,50000,2,3,2,55,3,0
1770,50000,2,2,1,46,8,1
8128,200000,2,1,2,35,6,0
3065,430000,2,2,1,42,8,0
8697,50000,1,3,1,43,8,0
1082,10000,1,2,1,32,2,0
5994,200000,1,2,1,47,1,0
3871,30000,1,2,1,33,9,1
10842,40000,2,2,1,36,4,1
8401,100000,2,2,2,32,9,0
3396,310000,2,2,1,32,7,0
3064,50000,1,3,2,25,9,0
4870,210000,2,1,1,54,8,0
3627,50000,1,2,2,37,3,0
1318,80000,1,3,1,45,7,0
5627,360000,1,2,1,51,8,1
18739,30000,2,1,2,25,3,1
11955,150000,1,2,2,28,2,1
6517,10000,2,2,3,38,2,0
2927,30000,2,2,1,34,2,1
1799,280000,2,1,1,36,5,0
9108,110000,1,1,1,32,4,1
18682,20000,2,1,2,27,5,1
17563,120000,2,1,2,35,6,1
17809,10000,1,2,2,24,4,1
16512,20000,1,3,2,24,2,1
11577,20000,1,2,1,31,7,1
3632,260000,2,1,2,35,1,0
2732,250000,1,1,2,31,7,1
3530,360000,1,1,2,33,6,0
3409,430000,2,1,2,30,5,0
2852,30000,2,2,1,39,3,1
8275,60000,1,1,1,46,6,0
16293,30000,2,2,1,38,7,1
8082,200000,1,2,2,27,2,0
3475,30000,2,2,1,22,1,0
6886,260000,2,1,2,33,4,0
528,620000,2,2,1,45,1,1
3841,240000,2,1,1,54,9,0
6474,170000,2,2,2,23,5,0
50,20000,1,1,2,24,1,0
11626,140000,1,2,2,28,1,1
17317,50000,2,3,2,39,8,1
4483,20000,1,4,2,50,5,0
6585,260000,2,1,2,36,5,0
185,20000,1,2,2,25,9,0
8563,10000,2,2,1,32,1,1
6577,300000,1,3,1,31,6,0
5928,320000,2,1,2,29,4,1
6279,20000,2,3,2,54,2,0
4060,500000,2,1,2,44,2,0
