ID,Renda Anual,Sexo,Educacao,Estado Civil,Idade,Tempo Emp.,Situacao
11838,30000,1,2,2,29,4,1
6787,120000,2,2,1,30,6,0
4288,60000,1,4,2,23,6,0
10701,150000,2,1,2,27,9,0
17122,30000,2,2,1,27,3,1
1926,470000,2,2,2,26,1,0
7760,20000,1,2,2,33,7,0
19286,160000,2,2,2,32,6,1
8827,150000,2,1,1,48,6,0
1546,240000,2,2,1,44,2,1
2879,150000,2,1,2,26,9,0
14346,30000,1,3,2,28,8,1
8524,40000,1,2,2,26,4,1
4664,80000,1,2,1,34,5,0
20495,120000,1,1,2,28,2,1
5726,280000,2,1,1,37,4,0
10914,170000,2,2,1,28,5,0
10332,140000,1,1,2,35,5,0
5310,130000,1,2,2,38,1,0
3299,230000,2,2,2,26,7,1
1571,180000,1,3,1,45,9,0
9921,200000,1,3,2,34,9,0
9321,180000,2,1,1,44,4,0
15116,50000,1,3,1,51,8,1
13893,20000,2,2,2,26,5,1
11656,260000,1,1,2,52,1,0
6050,200000,2,3,1,52,4,0
815,120000,1,3,1,33,9,1
9945,20000,1,2,2,33,3,0
4272,10000,1,2,2,21,8,0
1597,150000,2,2,1,37,7,0
2500,340000,2,1,2,26,8,0
5561,100000,2,2,2,28,1,0
3324,50000,2,3,1,42,3,0
9103,140000,1,3,1,45,5,1
3999,20000,2,1,2,23,9,1
5122,200000,1,1,1,37,7,1
9972,50000,1,3,2,38,5,0
9079,10000,2,2,1,53,5,1
11942,30000,2,1,2,26,3,0
12107,100000,2,2,1,29,6,0
9053,280000,2,2,1,50,1,0
4085,30000,2,1,2,24,1,0
12158,130000,1,1,2,33,1,0
268,130000,2,3,2,49,5,1
20665,370000,1,2,2,39,7,1
6581,20000,1,1,2,25,6,0
5528,30000,1,3,1,52,4,0
20839,200000,1,3,1,44,4,1
7824,50000,1,2,2,46,9,0
19088,50000,2,3,1,29,6,1
4963,140000,2,1,2,30,9,0
10736,130000,1,1,2,27,3,0
12781,60000,1,1,1,38,1,1
18376,60000,2,1,2,23,8,1
11763,500000,1,2,2,28,4,0
7048,430000,1,2,1,32,3,1
12068,20000,1,3,1,53,5,1
9489,90000,1,3,2,25,6,1
11536,320000,1,1,1,45,9,0
3969,50000,2,1,2,26,5,0
2519,200000,2,1,1,38,5,0
7642,210000,1,2,2,27,7,0
11587,160000,2,1,2,29,1,0
4739,100000,1,1,2,33,6,1
4176,290000,2,1,1,46,6,1
3905,160000,1,3,1,30,7,0
5230,260000,2,1,2,27,1,0
3130,180000,1,1,2,29,6,0
4291,40000,2,3,1,48,8,0
10863,50000,1,2,2,42,4,0
3070,30000,1,3,2,38,6,0
351,90000,1,1,2,26,5,0
5096,100000,1,1,2,27,2,0
7163,90000,2,2,1,26,9,0
166,110000,2,1,2,27,9,0
3989,300000,1,3,2,64,9,0
792,70000,1,1,2,27,8,0
2947,90000,2,2,2,26,9,0
11855,70000,2,2,1,27,7,1
4498,210000,1,1,1,38,5,1
11038,150000,1,1,2,32,7,1
6131,480000,1,1,1,47,6,0
3544,140000,1,1,1,41,2,0
3968,50000,1,2,1,53,5,0
7919,110000,1,1,2,25,2,0
4131,50000,1,2,1,51,3,1
3156,300000,2,1,1,38,3,0
5289,200000,2,2,1,35,7,0
13025,240000,2,2,1,48,4,1
1579,210000,2,1,1,36,8,0
3229,50000,2,2,1,26,3,0
8972,20000,2,1,2,23,7,1
7302,100000,1,1,2,32,4,0
8216,450000,1,3,1,42,6,1
7852,260000,1,1,1,51,5,0
4649,230000,2,1,2,44,7,1
1319,390000,2,1,1,34,9,0
7187,240000,2,1,1,35,9,0
2585,30000,2,1,2,22,6,0
889,90000,2,2,2,24,7,0
7149,240000,2,1,1,39,1,0
2117,230000,1,2,2,27,3,1
11309,200000,1,1,1,40,2,0
8514,180000,1,2,1,40,4,1
8571,50000,2,1,2,25,4,0
11907,100000,2,2,2,25,7,1
2923,50000,2,2,2,23,7,0
11476,130000,2,1,2,26,6,0
1148,360000,1,1,2,33,7,0
854,140000,2,2,2,23,6,0
3971,250000,1,1,1,31,7,0
2063,80000,2,2,1,30,6,0
12235,110000,1,2,1,30,6,1
2790,50000,1,1,3,25,5,1
7235,30000,1,2,2,24,3,0
6276,290000,1,2,1,50,7,0
6941,260000,2,1,2,33,8,0
749,150000,2,1,2,31,8,1
13556,210000,2,2,2,25,8,1
7686,280000,2,1,1,37,4,0
6107,150000,1,3,1,62,4,0
3494,120000,2,2,2,24,9,0
1430,80000,2,2,2,44,9,0
3675,210000,2,1,2,33,9,0
7134,50000,2,3,2,22,2,0
4368,50000,2,2,1,25,7,0
2680,20000,1,2,2,40,4,0
10325,220000,1,3,1,39,2,0
464,230000,2,1,2,28,2,0
4075,230000,1,1,2,28,4,0
4145,200000,2,1,2,42,1,1
1061,60000,2,3,1,34,4,1
6937,370000,1,1,2,28,6,0
1087,410000,2,2,1,41,8,1
4683,500000,2,1,2,47,8,0
7940,140000,1,2,2,24,3,1
15202,50000,2,2,2,23,2,1
6929,140000,2,1,2,31,6,0
9902,250000,2,1,2,28,2,1
15847,100000,2,2,2,26,4,1
16923,30000,1,2,1,49,6,1
1096,670000,1,1,2,29,2,0
3933,230000,2,1,1,27,9,0
20853,50000,1,1,2,32,3,1
18619,30000,2,2,2,26,2,1
3909,50000,1,2,2,24,5,0
6015,50000,2,2,1,25,6,1
1041,20000,1,2,2,26,4,0
7991,50000,1,3,2,52,6,0
6237,380000,1,1,1,42,2,0
18214,300000,1,1,3,50,9,1
9485,70000,1,1,2,26,6,0
8872,80000,1,1,2,37,5,0
3577,500000,2,1,2,37,1,0
8152,260000,2,2,1,41,7,0
8676,290000,2,1,2,28,4,0
8966,70000,2,2,1,31,8,1
7752,90000,2,2,3,40,1,0
2920,200000,2,2,1,48,6,0
19530,350000,2,2,1,36,5,1
3786,80000,1,3,2,43,5,1
6219,450000,2,1,1,40,9,0
9275,50000,1,2,2,38,1,0
10731,110000,1,2,1,35,5,0
8219,30000,2,2,2,46,1,0
16481,30000,2,3,1,53,1,1
2763,190000,1,2,1,39,3,0
10433,500000,1,1,2,49,6,1
13549,20000,1,2,2,36,5,1
16277,300000,2,1,2,31,9,1
2686,100000,1,3,1,44,3,0
10263,50000,1,2,1,44,5,0
8369,50000,1,2,2,27,8,1
14168,100000,2,2,2,28,6,1
3142,80000,2,2,2,24,1,0
17623,30000,2,2,2,31,8,1
3375,420000,1,1,1,34,7,0
12150,300000,1,1,1,42,8,0
1768,70000,2,2,2,26,6,0
5378,240000,2,1,1,41,6,0
7730,190000,1,3,1,44,6,0
3578,50000,1,3,2,42,6,1
8365,140000,1,2,1,36,1,0
7500,30000,2,2,1,30,1,0
1837,20000,2,1,2,22,7,0
7388,50000,2,3,2,55,1,0
6966,50000,2,3,2,23,9,0
9266,60000,2,1,2,23,5,0
5338,50000,2,2,1,31,8,1
10300,20000,1,2,1,47,7,0
8690,230000,2,1,2,26,5,1
5516,20000,2,2,2,56,4,1
5936,200000,2,2,1,34,2,0
7879,130000,1,2,2,29,6,0
3276,20000,1,3,2,59,7,1
5972,80000,1,2,1,28,9,1
6008,190000,2,3,1,56,1,0
15369,220000,2,1,1,44,7,1
9256,110000,2,1,2,28,9,1
1444,200000,1,3,3,51,9,0
4786,80000,1,2,2,36,7,0
6194,70000,2,1,1,45,2,0
1178,170000,2,2,2,27,9,0
8948,180000,2,3,2,40,3,1
5554,400000,2,2,1,44,6,0
1954,50000,1,1,2,22,9,1
8008,360000,2,1,2,29,6,1
7229,70000,2,1,2,28,2,1
7513,130000,2,2,2,23,9,0
1204,60000,2,2,2,23,8,0
9333,420000,2,1,1,30,4,0
6579,500000,2,1,1,41,8,0
7758,220000,1,2,1,40,8,0
2237,50000,1,2,2,24,1,0
1829,380000,2,2,1,39,3,0
1816,80000,1,1,2,23,6,0
6378,30000,2,3,2,26,8,0
9530,370000,2,2,2,39,3,0
4000,170000,1,2,2,39,2,1
3565,80000,2,2,1,46,7,0
7158,300000,2,2,2,27,6,0
9170,90000,1,3,1,31,9,0
1744,90000,1,1,2,32,4,0
7319,360000,2,1,2,28,3,0
1338,290000,2,1,2,31,5,0
14913,330000,2,2,1,42,6,1
3935,50000,1,2,2,27,7,0
9351,400000,2,2,1,34,3,0
11962,500000,1,1,1,42,8,0
8895,90000,1,1,2,29,5,0
11173,60000,2,3,2,26,2,0
1389,220000,1,1,1,39,3,0
2299,210000,1,1,2,27,8,0
9382,240000,2,2,1,38,9,0
3597,80000,1,2,2,27,7,1
10440,330000,2,2,1,27,7,1
19825,20000,2,2,1,46,8,1
260,220000,1,1,1,48,1,1
3652,110000,1,2,1,44,4,0
17960,80000,1,1,2,33,5,1
6561,120000,2,2,3,43,3,0
2391,180000,1,2,2,29,5,1
11595,190000,2,2,1,33,2,0
5851,200000,1,1,2,28,3,0
11511,20000,1,2,2,63,3,0
14,70000,1,2,2,30,8,1
7963,50000,1,2,1,34,2,0
12495,290000,2,1,3,29,7,1
2844,120000,2,2,2,28,6,0
1978,230000,2,3,2,26,2,0
9399,390000,2,2,2,48,2,0
11678,50000,1,2,1,46,2,0
6855,180000,1,1,1,35,4,1
11729,120000,2,1,2,25,4,0
3271,320000,2,2,2,29,4,1
1923,20000,1,2,2,33,6,1
2160,220000,1,1,1,54,3,0
10001,260000,2,1,1,40,4,0
12340,250000,2,1,2,36,2,0
8563,10000,2,2,1,32,5,1
9135,260000,1,2,1,43,8,0
3427,360000,2,1,1,46,8,0
1220,80000,1,2,2,38,5,0
18001,160000,1,2,2,37,8,1
3694,50000,1,1,2,29,8,0
2249,120000,2,1,2,30,6,1
15208,60000,2,1,2,27,6,1
5001,170000,2,3,1,61,3,0
897,110000,1,1,3,55,9,1
1197,80000,2,2,1,45,9,0
9841,230000,2,2,2,23,2,1
2632,80000,2,3,1,55,6,0
5198,50000,2,2,1,42,6,0
9916,20000,2,1,2,24,1,0
990,50000,1,3,1,54,1,0
2282,500000,1,3,1,56,7,0
18519,40000,2,1,2,26,1,1
1272,10000,2,2,3,46,8,0
4673,80000,2,2,1,44,3,0
8858,190000,1,1,2,29,3,1
10654,210000,2,2,2,26,9,0
2110,60000,2,2,2,22,3,0
9402,120000,2,3,1,54,3,0
3193,150000,2,1,2,25,2,0
6173,230000,2,1,2,27,6,0
19768,90000,2,3,1,46,8,1
7756,60000,2,2,2,29,1,0
3063,150000,1,2,2,26,2,0
12144,20000,2,3,3,41,3,0
14942,100000,2,2,1,39,3,1
11298,360000,2,1,2,50,2,0
9589,80000,1,4,1,25,8,0
7503,20000,2,2,1,29,5,0
1107,200000,2,1,1,41,9,0
11781,80000,2,1,2,30,8,0
12117,120000,1,3,1,46,4,0
2658,40000,2,2,1,25,5,0
1009,30000,1,2,2,34,3,0
12836,120000,1,4,1,39,1,1
11451,80000,1,2,2,29,5,0
11994,100000,2,3,1,28,2,0
62,70000,1,2,1,39,6,0
3961,20000,2,2,2,31,3,0
7757,460000,2,1,2,29,6,0
5475,290000,2,1,2,36,6,1
16579,30000,1,1,2,29,2,1
13185,20000,1,2,2,24,3,1
10566,60000,2,2,2,24,1,0
7232,180000,1,2,1,45,7,0
19034,30000,2,2,1,45,2,1
11834,460000,2,3,2,32,3,0
7123,390000,1,1,1,45,3,1
11213,130000,2,3,1,57,3,1
2302,230000,2,1,1,30,2,1
2514,270000,1,2,1,38,9,0
18929,90000,2,1,2,29,6,1
16802,20000,1,2,2,35,4,1
2051,30000,1,2,1,47,8,0
3242,200000,1,3,1,40,9,1
9763,90000,2,1,2,26,9,1
9705,190000,2,2,1,34,9,0
7292,150000,1,1,1,41,4,1
9540,50000,1,2,2,35,1,0
9339,30000,2,1,2,25,2,0
9698,100000,2,2,1,39,7,0
10221,60000,1,1,3,47,4,0
4181,80000,2,3,1,50,9,0
2072,20000,1,2,1,29,8,0
17154,90000,2,2,1,27,7,1
4960,300000,2,1,2,24,2,0
8187,360000,2,2,1,42,3,0
3709,300000,2,1,2,31,9,0
11947,30000,2,2,1,25,8,1
644,370000,1,2,2,28,4,0
17837,110000,1,2,2,24,5,1
6877,360000,1,0,2,30,9,0
6294,280000,1,1,1,55,4,0
8385,430000,2,1,2,30,6,0
5931,50000,1,3,2,24,4,1
12294,230000,2,2,2,35,8,0
5545,200000,1,1,2,27,4,0
10553,200000,2,1,2,26,3,0
1960,70000,2,3,1,57,1,0
10799,70000,1,2,2,43,8,0
11355,20000,2,3,2,25,7,1
4807,60000,1,2,1,33,4,0
4517,80000,2,2,1,39,3,0
11568,360000,2,1,1,32,7,0
4198,160000,2,2,2,25,6,0
667,70000,2,3,1,27,3,0
11361,20000,2,2,1,58,8,0
6735,500000,2,2,1,31,4,0
1095,50000,1,2,2,31,5,0
6943,20000,1,2,2,27,5,1
8816,30000,1,2,2,24,3,1
5501,180000,2,2,1,44,9,0
3206,200000,1,1,2,34,3,1
6263,200000,2,3,1,38,3,0
5540,500000,1,1,1,34,9,0
1005,150000,2,3,2,30,4,1
10087,140000,2,1,2,28,7,1
8517,50000,2,2,2,26,8,0
19099,80000,2,1,1,27,9,1
8014,20000,2,1,2,22,1,0
3389,20000,1,2,2,22,7,0
8798,70000,1,2,1,37,1,1
9121,200000,1,2,2,32,3,0
12967,400000,1,2,1,40,1,1
17139,130000,2,2,2,25,4,1
4098,120000,2,3,2,46,7,0
9722,70000,1,2,2,26,9,1
11540,150000,2,2,1,39,2,1
16260,60000,2,2,1,40,7,1
8310,50000,2,2,2,37,6,0
16652,30000,1,1,1,42,8,1
766,510000,2,1,2,35,8,0
10610,230000,2,2,1,29,2,0
9831,240000,1,2,2,54,6,0
5314,80000,2,1,1,50,3,0
2580,20000,2,3,2,22,9,1
15,250000,1,1,2,29,6,0
6289,400000,1,1,1,44,7,0
17044,50000,2,2,1,26,7,1
2061,260000,2,2,1,28,3,0
10468,110000,1,2,2,24,2,0
6051,30000,2,4,1,60,6,0
18669,50000,2,2,2,26,7,1
8836,430000,2,2,1,32,4,0
4829,90000,2,1,2,28,3,0
18382,30000,2,2,1,28,4,1
2608,490000,1,3,1,51,4,1
6864,60000,2,3,3,48,4,0
7385,80000,1,2,1,23,5,0
8026,30000,2,2,2,23,8,0
11844,200000,2,1,1,32,6,0
9404,340000,2,2,2,39,1,0
14728,110000,2,2,1,46,8,1
5282,50000,1,2,2,51,7,1
6573,90000,2,1,2,26,1,0
9210,230000,2,3,1,40,6,0
9452,50000,1,2,1,43,5,1
8692,310000,2,2,1,34,8,0
6797,30000,1,3,1,47,5,0
6857,360000,2,1,2,29,4,0
15366,80000,2,3,2,40,8,1
19573,90000,2,2,1,39,6,1
10532,250000,2,2,1,43,4,0
1102,30000,2,2,2,24,9,1
3058,30000,1,2,2,47,7,0
3209,80000,2,2,1,23,6,0
5484,20000,2,2,2,21,3,0
4618,20000,1,2,2,24,7,0
9873,50000,2,2,2,23,8,0
18253,100000,1,1,1,60,5,1
17054,20000,2,2,2,22,7,1
4644,500000,2,1,1,37,5,0
5888,230000,2,1,2,43,7,0
8510,170000,2,1,2,31,2,0
3017,20000,1,1,2,22,9,0
159,210000,1,3,1,45,2,1
5476,80000,2,3,1,40,3,0
10546,50000,1,1,2,28,8,0
617,200000,2,1,1,37,1,0
7024,260000,2,2,1,42,3,0
3741,130000,1,1,2,28,7,0
11780,120000,1,2,2,29,7,1
1788,280000,2,2,2,27,4,0
6431,50000,1,2,2,35,3,0
10200,50000,1,1,2,25,2,0
10681,190000,1,1,2,33,4,0
10080,200000,2,1,1,37,6,1
7061,120000,2,2,1,37,7,0
465,170000,2,3,3,56,3,0
10295,180000,2,3,2,29,9,0
3194,110000,1,3,1,38,5,0
4099,60000,2,2,1,49,7,1
8318,60000,1,1,1,37,3,0
9779,110000,2,2,1,33,9,1
1888,170000,2,2,1,41,2,0
11477,180000,2,1,1,38,2,0
5992,200000,1,1,2,47,9,0
15758,80000,2,2,1,22,6,1
6585,260000,2,1,2,36,9,0
12201,180000,2,2,1,41,4,0
12064,100000,1,2,2,31,9,0
171,270000,1,2,2,37,6,0
7456,330000,1,1,1,43,7,1
2682,150000,2,1,2,34,6,0
3352,10000,2,2,2,25,9,0
5232,50000,1,1,2,25,6,0
4094,100000,1,2,2,31,2,1
5937,300000,1,3,2,34,1,0
15584,20000,1,3,1,52,7,1
6783,500000,1,1,1,32,4,0
8999,100000,2,2,1,46,8,1
1046,30000,2,1,2,23,9,0
20745,450000,1,1,1,45,4,1
4766,480000,1,2,2,33,6,0
11632,50000,1,3,1,58,9,0
10530,60000,2,3,2,42,7,0
15317,420000,2,1,1,45,2,1
11029,210000,1,2,2,24,3,1
8149,30000,2,1,1,30,4,1
8222,10000,1,2,1,43,2,1
135,30000,2,2,2,22,1,0
3764,70000,2,2,2,22,2,0
7573,40000,1,2,1,37,2,0
5650,360000,1,1,2,36,7,0
16001,20000,2,2,3,44,8,1
3737,430000,2,1,2,31,8,0
4783,230000,2,1,2,36,7,0
10370,100000,2,2,1,58,3,1
183,500000,2,1,1,47,8,0
6722,140000,1,2,2,55,4,0
7659,80000,2,2,2,31,6,0
2318,50000,1,2,1,46,7,0
8642,20000,1,1,2,23,3,1
9318,150000,1,3,1,46,1,0
12331,300000,1,2,1,37,4,0
14050,100000,2,1,1,45,9,1
12309,90000,1,2,2,35,5,0
3642,500000,1,1,2,37,7,0
9451,500000,1,1,1,44,9,0
9686,20000,1,3,2,39,8,0
7215,380000,1,1,1,52,2,0
2082,160000,2,1,1,33,6,0
16814,20000,1,1,2,38,1,1
4305,40000,2,2,1,44,2,0
12616,200000,2,1,1,34,3,1
12229,170000,2,1,2,26,9,0
9148,50000,1,1,2,27,8,1
16553,130000,1,2,2,25,1,1
6391,150000,2,2,2,33,1,0
7843,120000,2,1,2,25,5,1
358,380000,1,2,2,34,5,0
170,50000,2,2,2,22,5,0
11246,500000,1,1,1,40,7,1
4033,170000,2,1,1,45,4,0
12258,320000,2,2,1,36,5,0
9934,410000,1,1,2,31,2,1
10864,150000,2,2,2,24,5,0
16962,280000,1,3,1,52,8,1
16993,140000,2,1,2,23,8,1
7027,470000,2,1,1,35,5,0
10625,120000,2,3,1,46,7,1
6483,190000,1,2,2,26,1,0
4849,100000,2,2,1,42,8,0
8664,100000,2,1,2,42,4,0
7943,240000,2,1,1,38,7,0
1815,150000,2,2,2,37,6,0
12238,50000,1,1,2,30,2,0
5796,120000,2,1,2,26,4,0
71,80000,1,1,2,31,8,0
6004,500000,1,1,2,36,3,0
8258,310000,1,1,1,39,9,0
2951,80000,1,2,1,42,3,0
621,150000,2,2,1,39,8,0
9570,20000,1,2,1,38,5,0
4768,500000,1,1,1,50,9,1
5390,200000,2,1,2,35,2,0
8725,250000,2,1,2,43,6,0
10498,30000,2,3,2,43,9,0
2026,20000,2,2,1,42,4,1
1126,300000,1,1,1,38,4,0
9762,360000,1,2,1,33,3,0
11478,50000,1,2,2,28,5,1
8231,50000,2,3,1,46,9,1
5902,140000,2,2,2,27,4,0
8205,150000,1,1,1,40,4,0
8160,330000,1,2,1,65,5,0
9280,50000,1,2,1,25,9,1
4758,210000,2,2,1,37,7,1
7592,170000,2,2,1,36,9,1
14295,20000,1,2,2,24,1,1
3605,150000,2,2,1,34,7,0
3583,250000,2,2,1,32,7,0
17255,80000,2,1,2,29,5,1
8993,240000,2,1,1,36,7,0
3443,300000,2,2,1,37,5,1
15033,20000,1,2,1,46,6,1
8803,10000,1,2,1,50,4,0
904,100000,1,3,1,50,7,0
7220,160000,2,2,1,26,7,1
20843,180000,1,1,1,40,7,1
9322,500000,2,1,2,34,9,0
1645,50000,1,3,1,72,2,1
9548,360000,2,1,2,30,5,0
2600,500000,1,1,1,43,9,0
2765,150000,1,1,2,27,6,0
1294,250000,2,2,2,36,1,1
3879,20000,1,2,1,26,6,1
17686,250000,2,2,1,35,8,1
1716,50000,2,2,1,26,9,0
346,160000,2,1,2,29,8,0
1323,360000,2,1,1,42,5,0
8471,30000,2,2,2,23,8,1
10882,400000,2,2,1,53,8,0
8667,230000,2,1,2,31,5,1
10097,30000,1,1,2,24,4,0
8415,30000,1,1,2,23,5,0
8940,100000,1,2,2,26,5,0
12718,260000,2,1,1,46,2,1
3744,40000,1,2,1,45,4,0
10745,280000,1,1,1,45,9,1
3525,60000,1,2,1,39,2,0
14366,90000,2,1,2,26,1,1
7103,50000,1,3,2,35,2,0
5998,200000,2,3,2,26,1,0
5272,170000,2,1,2,28,9,0
6122,250000,2,2,1,29,4,1
19684,80000,2,3,1,46,7,1
3740,150000,2,1,1,37,4,0
9090,180000,2,1,2,31,7,1
10663,70000,1,1,2,40,7,1
5519,200000,2,2,1,29,1,0
18384,50000,2,2,2,22,7,1
7489,80000,1,2,2,27,5,0
9395,190000,1,3,2,34,4,0
4756,50000,1,2,2,25,5,0
7857,300000,2,1,2,25,4,1
11214,120000,1,2,2,34,3,0
12091,50000,1,2,2,30,2,0
19329,140000,2,3,1,40,2,1
1773,180000,2,3,1,26,8,0
756,230000,1,2,2,58,8,0
7761,80000,1,3,1,38,1,1
98,150000,1,1,2,27,8,0
10167,60000,1,2,2,26,4,1
15546,270000,1,1,1,37,9,1
8745,150000,2,1,2,32,6,0
5782,130000,1,3,2,33,7,0
2629,420000,2,2,1,36,1,0
1449,10000,1,3,2,34,8,0
6430,10000,1,2,2,21,6,1
593,50000,1,1,1,35,6,0
745,260000,2,2,1,46,4,0
18134,280000,1,1,2,36,5,1
10347,260000,1,3,1,53,8,0
10277,500000,2,2,1,34,1,0
93,100000,2,1,2,27,7,0
2934,110000,2,2,1,28,3,0
5732,200000,2,1,2,48,9,0
1939,290000,1,1,1,40,8,0
9982,210000,2,1,1,44,5,0
12208,190000,1,1,1,42,8,0
10148,20000,2,3,2,35,2,0
4209,30000,1,3,2,23,1,0
2647,310000,2,1,2,25,6,1
20674,20000,1,2,2,35,2,1
6886,260000,2,1,2,33,9,0
2533,180000,2,1,2,29,4,0
2457,500000,1,1,1,51,3,0
10053,70000,1,1,2,26,6,0
11183,50000,1,2,2,34,6,0
9905,30000,2,3,2,38,5,1
6461,380000,2,3,1,54,4,0
6101,200000,1,1,1,31,4,0
11756,50000,1,2,2,34,7,0
5107,20000,2,4,3,35,6,0
737,150000,2,3,2,28,2,0
207,100000,1,1,1,47,6,0
1330,20000,2,2,1,49,5,0
4954,280000,2,1,2,34,2,0
20907,190000,1,2,2,40,6,1
3317,500000,2,1,2,31,6,0
6030,180000,2,3,1,42,5,1
11655,230000,2,1,2,25,2,0
4418,460000,2,3,1,42,9,0
12267,290000,2,3,2,37,3,0
1352,280000,2,1,1,39,9,1
11768,280000,2,2,2,33,8,1
11070,80000,2,1,2,24,9,0
6362,100000,2,2,1,28,3,1
2326,50000,1,3,2,52,9,0
6456,80000,2,1,2,28,9,0
14767,150000,2,1,2,29,2,1
3056,230000,2,1,2,40,6,0
9554,30000,2,2,1,52,5,0
5242,140000,2,1,2,31,7,0
3379,30000,2,1,2,28,7,0
9369,200000,2,1,1,55,5,1
19913,30000,2,2,2,32,4,1
4021,50000,1,2,2,23,1,0
2241,380000,2,1,1,45,5,0
9998,200000,1,3,1,44,1,0
4492,100000,1,2,2,25,6,0
10557,230000,2,1,2,29,3,0
2742,90000,1,2,2,28,5,0
10448,30000,1,1,2,25,9,1
4270,30000,1,2,1,39,8,1
4568,240000,2,1,1,41,7,0
8978,230000,1,1,2,30,5,0
5867,250000,1,2,2,30,3,0
5137,50000,1,2,1,28,8,1
4961,210000,2,1,1,34,2,0
2474,50000,2,3,1,47,5,0
4002,160000,2,1,1,29,6,1
3816,10000,1,2,2,24,6,1
3719,20000,2,2,1,47,7,0
1892,150000,1,1,1,30,5,0
19311,360000,2,1,2,33,1,1
3574,10000,1,1,2,24,9,1
4212,90000,2,2,2,24,3,0
7845,90000,2,2,1,36,1,0
3575,80000,2,1,1,45,5,0
15789,30000,2,2,1,26,6,1
16833,20000,1,2,1,43,4,1
7688,340000,2,1,1,46,8,0
18523,100000,2,1,2,26,2,1
2977,110000,1,3,2,32,1,1
6960,260000,2,1,2,32,3,0
16700,220000,1,2,1,47,6,1
10284,140000,2,1,1,33,1,0
5857,180000,2,1,2,31,8,0
9696,20000,2,2,2,23,3,0
1225,20000,1,2,2,21,4,0
20855,80000,1,2,1,34,7,1
4239,70000,2,2,1,29,4,0
11859,360000,2,1,2,43,6,0
11228,170000,1,2,2,29,3,0
7514,490000,2,1,2,29,6,0
